museum,acc.no,taxon,MC1.L,MC1.BML,MC1.BDP,MC1.MSML,MC1.MSDP,MC1.HML,MC1.HDP,MC5.L,MC5.BML,MC5.BDP,MC5.MSML,MC5.MSDP,MC5.HML,MC5.HDP,PP3.L,PP3.BML,PP3.BDP,PP3.MSML,PP3.MSDP,PP3.TML,PP3.TDP,IP3.L,IP3.BML,IP3.BDP,IP3.TML,IP3.TDP
AMNH,28253j,Pongo_pygmaeus,46.04,11.62,13.47,6.97,5.8,11.25,10.2,84.51,9.47,13.47,6.55,5.55,11.5,13.01,73.12,15.59,14.99,9.95,6.63,11.44,9.52,44.16,13.21,11.13,9.47,5.96
USNM,153823,Pongo_pygmaeus,50.41,14.37,14.9,9,7.15,11.96,11.1,90.61,11.49,15.32,9.03,7.65,13.4,16.79,80.9,15.92,16.57,11.49,8.28,12.51,11.46,54.13,15.67,13.12,10.59,7.53
USNM,588109,Pongo_pygmaeus,47.6,12.57,14.78,8.13,7.32,10.9,11.52,93.18,9,12.7,8.3,7.37,13.07,16.35,77.8,17.7,17.15,15,11.1,12.7,13,52.22,17.33,13.21,11.83,8.21
USNM,153805,Pongo_pygmaeus,39.09,11.89,11.34,6.36,5.34,10.18,8.34,75.61,9.12,12.15,8.27,7.93,10.67,12.18,63.94,14.29,13.45,10.19,6.96,10.06,8.69,40.87,13.27,10.93,8.7,5.61
USNM,153821,Pongo_pygmaeus,42.88,10.65,12.16,5.53,4.73,8.63,8.83,76.01,8,10.62,6.21,5.03,10.21,12.73,64.99,14.01,13.56,10.02,6.26,10.6,9.45,45.74,13.47,10.47,9.49,6.23
USNM,145302,Pongo_pygmaeus,43.02,12.4,12.28,7.61,5.44,9.56,9.36,84.8,9.08,12.5,6.88,6.14,11.58,12.2,67.87,15.83,14.18,11.64,7.15,11.5,9.02,45.9,14.08,11.22,9.18,6.41
USNM,49962/145305,Pongo_pygmaeus,57.1,15.33,17.44,10.66,8.67,13.12,12.8,98.96,10.76,15.14,11.89,9.12,14.17,16.9,80.49,18.74,18.75,14.36,9.96,13.82,12.11,55.46,19.05,13.87,11.14,8.16
USNM,49963/145306,Pongo_pygmaeus,46.1,13.57,15.68,7.06,6.07,11.31,9.12,84.52,9.73,13.21,7.08,6.17,11.91,12.53,70,15.73,14.75,11.07,7.24,11.94,10.26,46.33,15.86,11.84,9.61,6.71
USNM,49965/145308,Pongo_pygmaeus,48.32,13.99,13.7,7.49,6.3,10.08,10.26,90.05,9.01,13.16,7.03,6.34,11.47,13.07,75.38,14.91,15.3,11.02,8.15,12.02,10.08,51.06,14.79,11.6,9.68,7.29
USNM,49966/145309,Pongo_pygmaeus,47.22,13.5,13.44,7.4,5.6,10.97,10.85,86.83,9.34,13.4,7.48,6.45,12.04,13.3,72.08,14.77,14.76,10.77,7.27,11.49,10.52,49.69,14.69,11.22,9.39,7.16
USNM,49967/145310,Pongo_pygmaeus,52.93,14.65,15.96,8.94,7.64,13.28,12.3,99.82,11.44,15.14,8.88,7.54,13.33,17.38,79.33,17.61,17.09,13.3,8.87,13.3,12.51,52.33,16.13,13.34,11.06,8.49
USNM,49961/145304,Pongo_pygmaeus,55.41,12.91,14.32,8.53,7.06,11.39,11.73,104.26,11.28,16.01,10.64,7.79,12.69,17.53,76.83,17.98,18.78,15.64,12.18,14.35,12.35,51.98,17.38,13.37,10.5,7.96
MCZ,37362,Pongo_pygmaeus,53.3,16.54,18.5,12.38,7.6,14.5,13.82,88.22,12.82,15.12,8.6,7.8,13,14.5,76.13,17.91,18.15,11.5,9.27,15.41,13.5,43.55,17.31,12.8,11.43,8.4
MCZ,37363,Pongo_pygmaeus,48.3,11.84,12.71,7.11,6.4,10,9.14,84.72,11,13.65,6.95,6,11.17,13.15,71.86,14.85,14.06,12.08,6.87,11.16,9.56,45.33,13.42,11.05,9.12,6.8
MCZ,37365,Pongo_pygmaeus,46.56,13.26,15.5,8,6.15,10.83,9.34,86.58,9.3,13.2,7,6.4,10.93,12.55,72.33,15.45,14.76,12.62,8.26,11.95,8.63,44.74,15.08,11.95,11.8,7.92
MCZ,50960,Pongo_pygmaeus,45.9,12.95,14.5,9.3,6.4,9.9,11.11,97.3,10.8,15.18,10.45,8,13.3,15.85,83.4,18.4,15.57,14.87,9.2,13.9,11.05,60.12,17.9,13.57,10.42,7.9
CMNH,HTB 1443,Pongo_pygmaeus,45.02,10.15,11.65,6.1,5.13,9.32,8.12,81.41,7.38,8.6,6.66,5.54,8.85,11.27,67.78,13.66,13.38,11.27,6.54,10.44,9.53,41.54,13.39,10.62,8.76,5.97
CMNH,HTB 1030,Pongo_pygmaeus,39.87,12.22,11.51,7.07,5.38,9.87,9.89,81.66,7.87,11.6,6.87,5.63,11.21,13.33,70.35,15.32,14.11,10.82,6.76,11.62,9.13,40.83,13.48,10.38,9.28,6.23
CMNH,HTB 1055,Pongo_pygmaeus,44.03,11.68,11.54,6.6,5.25,9.32,9.48,79.94,8.54,11.41,6.51,5.87,11.5,12.94,67.72,13.89,14.05,11.17,7.03,11.13,9.14,43.26,12.71,10.3,8.56,6.39
FMNH,33533,Pongo_pygmaeus,47.06,12.42,13.57,6.32,6.91,10.57,9.94,81.15,9.46,11.7,7.8,6.37,11.48,12.71,65.5,14.26,14.78,11.5,7.5,11.73,9.9,44.77,13.34,10.72,8.4,6.6
FMNH,33536,Pongo_pygmaeus,43.8,12.3,13.18,5.45,5.5,9.36,8.9,78.1,8.6,11.4,6,5.46,10.3,11.95,65.65,14.1,13.4,10.7,5.87,11.12,8.94,45.1,13.41,11.42,8.8,6.28
CMNH,HTB 1444,Pongo_pygmaeus,48.25,12.19,13.35,7.56,5.72,12.09,9.93,95.08,9.18,12.75,9.92,6.77,12.94,13.16,73.86,18.52,15.44,15.19,8.59,11.52,10.83,44.63,14.68,12.28,11.14,6.99
CMNH,HTB 0623,Pongo_pygmaeus,51.05,14.25,15.12,9.77,6.77,10.42,11.41,92.9,10.63,16.74,9.47,7.7,12.24,15.06,76.51,15.35,16.48,11.52,8.82,12.31,10.43,48.25,14.62,12.94,10.58,7.69
AMNH,11092,Hoolock_hoolock,29.09,6.46,6.62,3.28,2.69,5.79,5.03,45.89,4.85,4.52,2.75,2.74,5.34,5.95,44.44,7.53,7.32,5.76,4.18,6.16,5.95,33.03,6.94,6.41,5.18,3.91
AMNH,83423,Hoolock_hoolock,30.45,6.61,7.01,3.74,3.07,5.52,5.05,44.17,5.14,4.39,3.31,3,5.06,5.78,43.77,7.74,7.76,6.13,4.45,6.4,5.85,33.99,7.71,6.36,5.39,3.79
AMNH,112676,Hoolock_hoolock,32.11,7.06,6.83,3.38,3.28,5.65,5.29,45.69,4.61,4.05,3.37,3.24,5.04,5.97,42.66,7.96,7.63,5.74,4.43,6.71,5.65,31.46,7.53,6.42,5.57,3.99
AMNH,83420,Hoolock_hoolock,29.65,6.33,6.86,3.82,3.25,6.21,4.97,44.78,4.65,4.19,3.07,3.17,4.73,6.06,41.32,7.57,7.7,5.9,4.09,6.43,5.37,30.75,7.39,6.38,6.06,3.54
AMNH,112720,Hoolock_hoolock,32.81,6.26,6.54,3.21,3.06,5.59,4.77,45.58,4.18,3.95,3.15,3.2,5.17,5.6,42.74,7.15,6.83,5.63,4.66,5.66,5.35,31.98,6.66,5.59,5.39,3.94
AMNH,80068,Hoolock_hoolock,32.24,6.34,6.88,3.36,2.96,5.35,5.6,51.17,4.2,4.34,2.91,3.24,5.56,6.23,46.84,8,7.63,5.67,4.12,5.54,6.26,35.21,6.83,6.78,5.3,4.05
MVZ,99336,Hoolock_hoolock,26.78,6.55,6.85,3.43,3.1,4.29,4.71,40.96,3.62,3.7,2.7,2.78,4.73,5.93,40.07,7.16,7.2,6.34,4.9,5.26,5.83,29.74,6.58,6.2,4.12,3.49
USNM,545009,Hoolock_hoolock,35.74,6.86,7.24,3.95,3.34,5.25,5.28,48.6,4.8,4.66,2.5,3.04,4.96,5.85,45.98,7.64,7.48,6.43,5.37,6,6.08,35.44,7.72,6.08,5.28,3.8
AMNH,103667,Hylobates_agilis,37.37,6.7,7.2,3.58,3.34,5.86,5.08,51.76,4.07,4.07,2.92,3.78,4.73,5.54,49.51,7.29,7.63,5.88,4.52,6.83,5.97,35.17,7.04,6.88,7.36,5.4
AMNH,103664,Hylobates_agilis,33.88,6.74,7.06,3.85,3.2,6.58,5.78,49.05,4.22,3.96,2.94,3.11,5.19,5.36,43.98,7.79,7.11,5.81,4.24,5.27,5.43,33.34,7.51,5.73,4.7,3.3
AMNH,106575,Hylobates_agilis,30.23,6.77,6.91,3.41,2.67,5.37,4.45,45.04,3.86,4.09,3.13,3.4,5.15,5.36,43.08,6.99,6.6,5.16,3.87,5.99,5.62,31,6.92,5.96,5.24,3.4
USNM,49694-123155,Hylobates_agilis,35.11,7.35,7.62,3.58,3.55,6.46,6.15,51.3,4.6,4.15,3.2,3.84,5.35,6.42,49.57,7.7,8.09,6.48,4.9,6.35,6.97,34.76,8.19,7,5.45,4.5
CMNH,HTB 1048,Hylobates_agilis,31.84,6.93,6.37,3.39,2.84,5.66,4.67,45.41,3.78,3.57,2.46,2.57,4.77,5.23,42.36,6.82,6.73,5.74,3.87,5.56,5.67,32.56,6.15,5.85,4.74,3.53
AMNH,103344,Hylobates_klossii,30.7,6.81,6.66,3.36,3.22,5.94,4.73,41.31,4.38,4.44,2.78,3.01,4.8,4.8,37.03,6.91,6.06,6.11,4.06,6.2,5.06,25.94,6.57,5.31,4.9,3.33
AMNH,103347,Hylobates_klossii,27.2,6.29,6.81,3.47,3.22,6.27,4.83,32.15,3.81,3.72,2.72,3.01,4.69,3.31,34.82,6.62,5.93,5.94,4.26,5.67,5.28,25.62,6.43,5.4,4.78,3.41
AMNH,119601Z,Hylobates_klossii,33.45,6.43,6.87,3.62,3.51,5.38,5.17,49.44,3.55,3.3,2.47,2.71,4.07,5.24,46.66,7.31,6.68,6.09,4.02,5.41,5.95,33.7,7.05,5.97,5,3.85
USNM,49656,Hylobates_klossii,28.77,6.41,6.65,3.2,3.02,5.18,4.75,39.36,3.66,4.12,2.77,3.07,5.06,5.33,38.02,7.04,6.08,5.88,4.04,5.82,5.22,26.07,6.88,5.27,4.8,3.42
USNM,49657,Hylobates_klossii,28.35,6.29,6.75,3.2,2.96,5.24,4.58,40.15,4.15,3.8,2.84,3.15,4.73,5.52,35.95,6.6,6.13,6.3,4.16,5.36,5.12,26.12,6.41,5.26,4.78,3.5
AMNH,140230Z,Hylobates_lar,35.37,7.86,7.32,4.11,3.26,6.25,5.09,48.41,4.66,4.68,3.28,3.03,5.39,5.94,45.72,8.03,7.64,6.29,4.11,6.68,5.97,32.18,7.49,6.36,5.68,3.86
MVZ,124187,Hylobates_lar,32.9,6.6,6.44,3.63,2.5,4.51,4.6,43.45,3.73,3.82,2.57,2.53,4.4,5.1,41.17,6.81,6.8,5.37,3.78,5.04,5.07,30.4,6.92,5.83,4.17,3.73
MVZ,123696,Hylobates_lar,34.4,6.8,6.74,3.92,3.16,4.8,5.28,49,3.97,3.57,2.74,2.77,4.15,5.1,45.4,7.3,7.15,6.96,5.24,5,5.6,32.43,7.5,5.74,4.28,3.6
USNM,271047,Hylobates_lar,34.43,5.93,6.53,3.35,3.11,5.36,4.91,48.93,3.64,4.5,2.8,3.45,4.7,5.13,44.45,6.78,6.8,5.67,4.43,5.37,5.72,33.09,6.66,6.35,5.23,3.62
MCZ,41440,Hylobates_lar,34.12,6.61,6.3,3.48,3.02,5.07,5.3,46.54,4.3,3.42,2.4,3.28,4.36,5.5,42.87,6.95,6.57,5.58,4.32,5.5,5.34,31,6.76,5.65,4.97,3.46
MCZ,41441,Hylobates_lar,37.02,7.48,7.27,3.76,3.34,5.26,5.41,51.2,4,4,2.63,3.52,4.64,5.85,45.86,7.73,7.8,5.9,5.25,5.71,5.82,33.14,7.67,6.2,5.36,3.65
MCZ,41439,Hylobates_lar,35.15,7.3,6.3,3.93,3.04,5.25,5.32,49.53,4,4.36,2.9,3.66,4.8,5.6,48.05,7.5,7.57,6.48,5,5.67,5.76,33.6,8.15,6.41,5.5,3.52
MCZ,41442,Hylobates_lar,36.57,6.62,7.38,3.74,3.31,5.05,5.04,54.81,3.66,3.75,2.84,3.74,5,6.62,49.76,7.46,7.41,6.31,4.44,6.26,5.82,35.27,7.7,6,5.38,3.63
MCZ,41433,Hylobates_lar,33.7,6.08,6.36,3.5,2.63,4.88,4.65,49.5,3.24,3.42,2.62,3.24,4.36,5.73,44.88,6.64,7.14,6.1,4.2,5.23,5.85,31.97,6.53,5.93,4.97,3.53
MCZ,41445,Hylobates_lar,32.9,6.75,6.51,3.22,3.04,5.5,5.07,47.22,3.61,3.26,2.77,3.28,4.35,5.66,42.98,6.9,6.92,5.53,3.94,5.5,6.09,31.26,6.74,5.76,5.1,3.73
MCZ,41447,Hylobates_lar,38.31,7.31,7.74,3.67,3.31,5.3,5.4,54,4.25,3.8,2.81,3.52,4.8,6.5,49.8,7.8,7.35,5.93,4.97,5.63,5.96,34.84,7.1,6.44,5.34,3.63
MCZ,41449,Hylobates_lar,34.7,6.75,7.05,3.64,2.93,5.34,4.74,51.11,3.5,3.45,2.46,3.72,4.36,5.4,44.86,7.25,6.84,5.8,4.2,5.72,5.7,32.47,7.51,5.94,5.31,3.62
MCZ,41448,Hylobates_lar,34.2,6.81,7.14,3.63,3.1,5.25,5.18,50.92,4.15,3.57,2.91,3.52,5.12,5.46,44.96,7.45,7.26,6.22,4.54,5.72,5.64,32.45,7.3,5.97,5.42,3.37
MCZ,41451,Hylobates_lar,34.24,7,7,3.67,3.09,5.24,5.18,46.76,4.31,3.52,2.8,3.64,4.47,6,43.5,7.64,7.34,6.08,4.6,5.87,5.41,30.82,7.56,6.1,5.24,4.17
MCZ,41456,Hylobates_lar,37.19,7.61,8.05,4,3.4,5.78,5.9,50.9,4.42,4.12,3.07,3.65,4.85,6.5,46.72,7.6,7.98,6.45,5.09,5.93,6.4,32.75,7.35,6.77,5.46,3.91
MCZ,41454,Hylobates_lar,35.18,6.76,6.02,3.27,2.83,4.95,5.09,50,3.86,3.45,2.58,3.24,4.58,5.88,44.05,6.66,7,5.5,3.84,5.16,5.58,31.92,6.73,5.68,5.13,3.5
MCZ,41458,Hylobates_lar,34.44,6.75,6.9,3.3,2.72,5.44,4.76,50.57,3.91,3.7,2.22,3.36,4.78,6.07,46.6,7.26,7.35,5.97,4.2,5.37,5.62,32.72,7.22,6.08,4.6,3.47
MCZ,41464,Hylobates_lar,36,6.71,6.58,3.66,3.28,5.2,5,51.77,4.13,4.1,3.11,3.73,4.7,5.78,45.71,7.08,7.02,6.2,4.5,5.85,5.76,33.67,7.37,5.92,4.71,3.78
MCZ,41463,Hylobates_lar,35.21,6.6,6.7,3.45,2.98,4.93,4.96,49.14,3.74,3.74,2.78,3.26,4.37,5.45,44.88,7.07,7.6,5.23,4.27,5.4,5.7,33.35,7.13,6.16,5.46,3.64
MCZ,41469,Hylobates_lar,37.2,7.09,7.1,3.62,3.14,4.91,4.78,53,4.04,3.6,2.61,3.75,4.56,5.85,47.57,7.33,7.5,6.06,4.76,5.71,5.5,33.86,7.67,6.24,5.22,3.55
MCZ,41471,Hylobates_lar,37,6.65,7.22,3.7,3.11,5.26,5.4,49.71,3.71,3.61,2.51,3.3,4.35,5.85,45.42,6.8,6.86,5.67,4.17,4.91,5.48,31,6.88,5.86,4.86,3.21
MCZ,41484,Hylobates_lar,36.22,7.6,7.52,3.87,3.25,5.72,5.53,51.75,3.89,4.36,2.8,3.92,5.15,6.24,45.34,7.54,8.1,6.23,4.47,6.1,6.21,34.54,7.72,6.25,5.62,4.13
MCZ,41481,Hylobates_lar,31,5.8,6.22,3.08,2.8,4.37,4.37,47.3,3.46,3.31,2.41,3.05,4.03,5.45,42.89,6.56,6.65,5.88,3.96,5.2,5.62,29.82,6.37,5.55,4.6,3.46
MCZ,41485,Hylobates_lar,35.8,6.8,6.88,3.78,2.84,5.33,5.47,47.97,4.6,3.8,2.68,3.32,4.78,5.67,46.59,7.27,7.08,6.58,4.78,5.36,5.7,35.15,7.63,6,4.8,3.86
USNM,198840,Hylobates_muelleri,28.6,6.84,6.87,4.11,3.32,5.14,5,42.5,4.74,3.78,3.36,3.14,5,5.4,40.13,7.38,6.41,5.83,4.26,5.9,5.58,29.57,6.6,5.9,4.8,3.78
MCZ,37378,Hylobates_muelleri,34.87,6.86,6.57,4.04,3.34,5.4,5.6,49.27,3.72,4.13,3.26,3.63,4.59,5.56,46.94,7.18,7.06,5.9,5.51,5.4,5.7,35.61,7.04,5.9,4.55,3.5
AMNH,87252,Nomascus_concolor,36.95,6.29,6.9,3.21,3.02,5.36,5.59,50.29,4.36,4.44,2.9,3.21,5.63,6.02,43.38,7.34,7.15,5.99,3.99,6.17,6.01,32.46,6.51,6.23,4.71,3.45
AMNH,87253,Nomascus_concolor,35.12,6.96,7.47,3.89,3.36,5.7,5.71,47.79,4.55,4.99,3.39,3.14,5.65,6.34,46.93,8.58,8.11,6.38,4.57,7.55,6.36,36.37,8.27,6.76,5.19,3.97
CMNH,HTB 0161,Nomascus_concolor,35.59,7.02,7.51,4.32,3.19,5.24,5.11,53.06,4.2,4.16,3.62,3.47,5.59,6.24,49.96,7.91,7.5,6.36,5.46,5.68,5.95,38.42,7.32,6.65,4.8,3.98
EvoMorph,1,Symphalangus_syndactylus,38.25,9.59,8.37,4.66,3.51,6.05,5.67,53.29,4.37,6.2,2.84,3.88,5.49,7.56,52.3,9.48,9.75,7.01,4.44,8.31,7.49,36.42,9.32,7.73,5.86,4.71
AMNH,106583,Symphalangus_syndactylus,37.87,7.49,7.9,3.68,3.83,7.18,6.3,53.54,5.16,6.02,3.49,3.96,5.51,6.73,50.82,8.45,8.81,7.49,4.67,7.46,6.51,34.98,8.25,7.03,5.84,4.31
USNM,395514,Symphalangus_syndactylus,34.97,8.6,8.91,4.15,3.2,5.7,6.57,48.65,4.89,5.92,3.6,3.4,5.83,8.2,46.09,9.31,9,7.97,4.98,6.27,6.73,30.78,7.9,7.25,5.63,4.58
USNM,395691,Symphalangus_syndactylus,30.24,6.73,6.56,3.12,2.76,4.94,4.63,41.51,3.47,4.66,2.97,2.98,4.64,6,40.33,7.42,7.3,6.93,3.98,6.09,5.58,26.51,6.94,6.17,4.7,3.46
USNM,271048/20204,Symphalangus_syndactylus,37.05,7.77,7.9,3.57,3.12,6,5.57,53.61,5.13,4.41,3.22,3.72,5.34,6.83,50.83,8.66,8.42,7.51,4.26,6.61,6.14,34.55,8.57,6.8,5.3,4.25
USNM,143579,Symphalangus_syndactylus,33.85,6.83,7.5,3.15,3.12,5.77,5.66,48.1,4.36,5.11,2.78,3.55,4.97,6.6,45.7,8.07,8.11,6.65,5.04,7,6.8,31.1,8.22,6.64,6.11,4.4
USNM,519573,Symphalangus_syndactylus,37.98,7.78,8.28,4.16,3.54,6.34,7.1,54.4,6,5.34,3.7,3.4,5.54,6.95,49.75,9.23,9.2,8.25,5.72,7.5,7.09,34.3,8.74,7.64,5.75,4.65
AMNH,52641,Cercocebus,24,8,6.61,4.4,2.9,5.74,5.5,35.92,6.2,5.4,2.88,3.61,5.5,5.87,27.95,7.89,6.36,4.57,3.34,5.58,3.91,18.04,6.39,4.55,4.65,2.94
MCZ,34138,Cercocebus,25.5,7.63,6.5,4.14,3.05,5.7,5.2,39.4,6.37,5.4,3.22,3.7,5.58,6.08,29.08,7.4,6.09,4.95,3.85,5.22,3.62,20.26,6.11,4.55,4.8,2.7
MCZ,6350,Cercocebus,25.2,8.9,7.2,4.8,3.74,6.6,6.13,43.33,7,6.54,3.91,4.37,6.41,6.52,31.36,8.9,6.6,6,2.89,5.87,4.36,20.46,7.21,4.9,5,3.2
FMNH,73806,Cercocebus,25.25,8.47,6.9,4.11,3.68,6.61,6.25,40.45,6.55,6.3,3.7,4.3,6.46,6.56,30.09,9.09,6.83,5.95,3.8,6,4.8,20.3,7.2,5.06,5.2,3.4
FMNH,226784,Cercocebus,21.12,6.67,5.35,3.4,2.5,5.15,4.8,35.18,5.24,5.31,2.7,3.3,5.09,5.46,25.31,6.82,5.25,4.5,2.97,4.95,3.7,18.13,6.17,4.4,4.6,2.84
AMNH,89357,Mandrillus_sphinx,28,8.84,6.96,3.83,3,6.78,6.5,44.25,6.92,5.62,3.17,3.82,6.32,6.94,29.15,8.6,6.85,5.3,3.57,6.13,4.47,19.2,7.05,4.87,5.16,3.11
AMNH,89362,Mandrillus_sphinx,37.6,10.36,9.66,4.95,4.35,8.48,8.21,59.5,9.75,7.56,4.15,5.32,9.13,9,36.23,10.73,8.5,7,4.31,7.4,5.56,25.25,8.6,6.05,6.2,3.62
AMNH,89364,Mandrillus_sphinx,41.5,12.96,11.8,6.86,4.9,9.1,8.55,61.56,12.15,10.1,5.51,5,10.04,10.2,37.4,12.34,9.02,8.26,5.22,8.32,6.17,26.24,10,6.22,6.78,4.54
AMNH,89365,Mandrillus_sphinx,30.15,8.62,7.73,4.46,3.7,6.6,6.14,46.3,7.2,6.37,4.2,3.73,7.23,7.74,30.35,9.3,7.15,5.88,3.8,6.04,4.73,20.84,7.2,5.13,5.4,3.05
EvoMorph,1,Mandrillus_sphinx,37.4,10.04,8.29,5.18,4.3,7.65,7,58.26,9.6,9.4,4.3,5.75,8.47,7.9,35.51,10.32,7.71,6.37,4.8,6.95,5,22.5,8.18,6.04,5.77,3.5
RMCA,99.077.M01,Mandrillus_sphinx,29.32,8.21,7.39,4.94,3.38,6.36,6.08,45.04,7.67,6.88,3.84,4.91,6.9,7.32,29.07,7.17,5.24,4.93,3.56,6.02,4.62,20.32,7.16,4.8,5.47,3.03
RMCA,38805,Mandrillus_sphinx,39.45,12.09,9.93,5.92,4.51,8.04,8.22,57.58,11.6,7.68,4.79,4.88,8.53,8.96,37.63,12.04,9.06,7.87,5.44,7.24,5.53,24.16,9.7,6.47,6.12,4.29
MVZ,47164,Mandrillus_sphinx,30.7,8.42,7.05,4.77,3.45,6.26,5.93,50.64,6.98,6.64,3.97,4.95,7.15,6.98,32.6,8.54,6.93,6.15,4.12,5.95,4.56,20.75,6.9,4.77,4.92,3.08
MCZ,34090,Mandrillus_sphinx,36.66,11.27,9.56,5.6,4.92,8.58,8.36,55.64,8.84,8.05,3.98,5.5,8.13,8.21,36.16,10.48,8.31,6.87,5,6.72,5.83,24.4,8.4,5.93,6.21,4.2
MCZ,34089,Mandrillus_sphinx,37.65,10.96,9.5,5.36,4.77,8.53,7.75,58.05,10.48,9.5,5.09,5.63,8.9,8.63,34.64,10.83,8.38,7.68,4.85,6.9,5.61,23.5,8.84,6.03,6.15,3.96
FMNH,99426,Mandrillus_leucophaeus,38.33,12.47,11.9,6.15,5.32,8.86,8.87,54.93,8.6,9.34,4.28,5.15,8.82,8.65,36.91,11.81,9.05,7.26,4.73,7.82,6,24.48,9.85,6.76,6.62,4.11
FMNH,48945,Mandrillus_leucophaeus,34.6,10.66,9.3,5.7,4.66,7.53,7.32,51.57,8.74,8.55,4.54,5.44,8.24,8.25,33.95,10.21,7.95,6.9,4.8,6.8,5.42,22.5,8.53,6.08,5.78,4.2
FMNH,46403,Mandrillus_leucophaeus,35.8,11.46,11.52,5.41,4.68,8.65,8.86,53.15,9.52,9.92,4.66,5.88,9.43,9.28,34.13,11.75,8.9,7.25,4.9,7.68,6,22.44,10,6.56,6.74,4.15
AMNH,52596,Lophocebus,20.3,6.09,5.3,3.82,2.7,5.23,5,34.61,5.75,4.7,2.63,3.22,5.21,5.45,27.6,6.87,5.15,4.43,3,4.78,3.6,17.94,6.04,4.38,4.7,2.6
HERC,LHES 38,Lophocebus,16.86,5.72,5.11,3.56,2.83,4.35,4.71,28.61,4.61,4.28,2.57,3.07,4.89,5.03,24.58,6.93,5.04,4.85,2.82,4.49,3.35,12.52,4.87,3.67,3.75,2.15
MVZ,120291,Lophocebus,23.2,6.41,5.6,4.05,3.4,5.41,5.57,37.78,6.94,5,3.15,3.84,5.6,6.03,27.75,7.02,5.22,5,3.41,4.47,4,20.8,6.57,4.78,4.96,3
MCZ,37928,Lophocebus,21.83,6.57,6,3.64,2.7,5.2,5.48,36.09,6.06,5.23,2.66,3.43,5.52,5.95,30.6,7.5,5.54,5.1,3.03,4.68,3.88,21.88,6,4.7,5.45,2.93
FMNH,47048,Lophocebus,23.3,8.1,6.46,4.3,3.23,6.2,5.94,38.73,6.88,6.36,3.5,4.2,6.35,6.7,31.76,9.3,6.57,6.05,4,5.67,4.6,20.77,7.48,5.08,5.4,3.21
FMNH,73809,Lophocebus,17.1,4.94,4.37,2.8,1.8,4.3,3.8,24.2,4.47,4,2.4,2.13,4.37,4.2,22.67,6,4.46,3.9,2.42,4.36,3.23,14.87,5.26,3.9,3.77,2.4
MVZ,20898,Macaca_maura,26.91,7.68,6.3,4.37,3.45,5.27,5.74,38.45,7.56,5.97,3.63,4.3,6.25,6.28,30.2,8.28,6.64,5.45,3.48,5.65,4,18.23,7.08,4.94,5.91,3.11
MVZ,154159,Macaca_mulatta,27.87,8.43,6.97,4.66,3.18,6,5.97,42.84,7.24,7.02,3.52,4.16,6.63,6.58,32.58,9.22,6.39,6.23,3.85,5.62,4.31,21.9,6.92,5.02,5.59,3.25
MVZ,122335,Macaca_nigra,26.41,7.2,6.53,3.83,3.2,5.75,5.98,38.84,6.66,6.7,3.36,4.45,6.49,6.4,29.22,8.08,6.03,5.65,3.8,5.27,4.2,19.8,7,4.74,5.15,3.13
MVZ,134148,Macaca_nemestrina,26.88,8.34,7.2,4.11,2.9,6.35,5.66,41.37,6.85,6.41,3.45,3.4,6.42,6.44,30.41,8.4,5.85,5.68,3.45,5.94,4.27,19.65,6.74,4.71,5.4,2.83
MVZ,20899,Macaca_nemestrina,24.44,7.88,6.82,4.28,3.19,5.27,5.24,35.45,5.91,5.8,3.44,3.53,6,6.16,28.42,8.32,6.23,5.53,3.48,5.73,4.13,19.11,6.54,4.65,5.36,2.7
MCZ,35602,Macaca_nemestrina,25,7.38,5.46,3.81,2.82,5.52,5.25,35.57,6.08,5,3.15,3.33,5.71,6,27,7.8,5.84,5.37,3.08,4.98,3.98,19.2,6.47,4.57,4.65,2.63
MCZ,35631,Macaca_nemestrina,23,7,5.25,3.6,2.61,4.8,4.88,35.33,4.97,5.45,2.75,3.5,5.54,5.74,26.15,7.37,5.5,4.27,3,4.7,3.67,17.77,5.88,4.35,4.52,2.46
MCZ,35687,Macaca_nemestrina,21.4,6.35,5.23,3.27,2.79,4.57,4.44,32.35,5.03,4.37,2.8,3.2,4.94,5.55,25.3,6.87,5.3,4,3.04,4.63,3.8,17.15,5.4,4.1,4.17,2.26
